title,price,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,seller_or_agent_name,time_on_jiji
4bdrm Maisonette in Kitengela for sale,35000000,"Kajiado, Kitengela",300,4,5,Unfurnished,Agent,4175377,False,True,active,/kitengela/houses-apartments-for-sale/4bdrm-maisonette-in-kitengela-for-sale-8coJxPbvtwlZjNgzfQ80Xcly.html,,"Kajiado, Kitengela, 2 hours ago",,Renovated,4,LavenderProperties,3 y 3 m on Jiji
4bdrm Maisonette in South B for sale,22000000,"Nairobi, South B",165,4,4,Unfurnished,,1945149,False,True,active,/south-b/houses-apartments-for-sale/4bdrm-maisonette-in-south-b-for-sale-oQzPkRzYJ13zGu3t3KDl5fuH.html,,"Nairobi, South B, 1 hour ago",,Fairly Used,,Jay Mwamburi,6 y on Jiji
"5bdrm Maisonette in Syokimau, Gateway Mall Area for sale",21500000,"Syokimau, Gateway Mall Area",280,5,4,Unfurnished,Agent,1945149,False,True,active,/gateway-mall-area/houses-apartments-for-sale/5bdrm-maisonette-in-syokimau-gateway-mall-area-for-sale-fDwfoqc0QncbieF419ALokM7.html,,"Machakos, Syokimau, Gateway Mall Area, 1 hour ago",,Fairly Used,4,Jay Mwamburi,6 y on Jiji
20bdrm Block of Flats in Kitengela for sale,90000000,"Kajiado, Kitengela",360,20,2,Unfurnished,,1945149,False,True,active,/kitengela/houses-apartments-for-sale/20bdrm-block-of-flats-in-kitengela-for-sale-bahvL8zM7Xs85LeKp0SndS80.html,,"Kajiado, Kitengela, 1 hour ago",,Fairly Used,,Jay Mwamburi,6 y on Jiji
"2bdrm Apartment in Windsor Residences, Nyali for sale",11000000,"Mombasa, Nyali",130,2,2,Unfurnished,Agent,5321282,False,True,active,/nyali/houses-apartments-for-sale/2bdrm-apartment-in-windsor-residences-nyali-for-sale-spuroCIYgsPpz0iYVxE251t8.html,,"Mombasa, Nyali, 5 hours ago",,Under construction,2,Zulani Agencies,1 y 9 m on Jiji
4bedroom House Syokimau’S,11500000,"Machakos, Syokimau",139,4,2,Unfurnished,,1945149,False,True,active,/syokimau-mulolongo/houses-apartments-for-sale/4bedroom-house-syokimaus-90kXq2j1yGikCxMpfsRhjTsJ.html,,"Machakos, Syokimau, 1 hour ago",,Fairly Used,,Jay Mwamburi,6 y on Jiji
"4bdrm Maisonette in Syokimau, Gateway Mall Area for sale",18000000,"Syokimau, Gateway Mall Area",150,4,3,Unfurnished,,1945149,False,True,active,/gateway-mall-area/houses-apartments-for-sale/4bdrm-maisonette-in-syokimau-gateway-mall-area-for-sale-rCEwhVDYUc8Wco74rFVKocST.html,,"Machakos, Syokimau, Gateway Mall Area, 1 hour ago",,Newly-Built,3,Jay Mwamburi,6 y on Jiji
4bdrm Maisonette in Katani for Sale,18000000,"Syokimau, Katani",260,4,3,Unfurnished,,1945149,False,True,active,/katani/houses-apartments-for-sale/4bdrm-maisonette-in-katani-for-sale-4aypwrLSzzIQZYnI9w7AHBZS.html,,"Machakos, Syokimau, Katani, 1 hour ago",,Fairly Used,,Jay Mwamburi,6 y on Jiji
35acres Voi Hotel,150000000,"Taita Taveta, Ngolia",2020,10,5,Furnished,,1945149,False,True,active,/ngolia/houses-apartments-for-sale/35acres-voi-hotel-14qeMlVlPndDWY34IvAMUcoz.html,,"Taita Taveta, Ngolia, 1 hour ago",,Fairly Used,,Jay Mwamburi,6 y on Jiji
5bdrm Maisonette in Syokimau for sale,38000000,"Machakos, Syokimau",,5,5,Unfurnished,,1945149,False,True,active,/syokimau-mulolongo/houses-apartments-for-sale/5bdrm-maisonette-in-syokimau-for-sale-s9khv53cgW5LA7pG2yHKtiAG.html,,"Machakos, Syokimau, 1 hour ago",,Newly-Built,,Jay Mwamburi,6 y on Jiji
"6bdrm Maisonette in Syokimau, Gateway Mall Area for sale",29500000,"Syokimau, Gateway Mall Area",290,6,5,Unfurnished,,1945149,False,True,active,/gateway-mall-area/houses-apartments-for-sale/6bdrm-maisonette-in-syokimau-gateway-mall-area-for-sale-iusf8yTkjkNIYsAYkK6s4rTG.html,,"Machakos, Syokimau, Gateway Mall Area, 1 hour ago",,Fairly Used,,Jay Mwamburi,6 y on Jiji
"4bdrm Maisonette in Syokimau, Gateway Mall Area for sale",35000000,"Syokimau, Gateway Mall Area",360,4,5,Unfurnished,Agent,1945149,False,True,active,/gateway-mall-area/houses-apartments-for-sale/4bdrm-maisonette-in-syokimau-gateway-mall-area-for-sale-aG9Po9RwmLAb8YnNDJzqBN76.html,,"Machakos, Syokimau, Gateway Mall Area, 1 hour ago",,Newly-Built,5,Jay Mwamburi,6 y on Jiji
"4bdrm Maisonette in Syokimau, Gateway Mall Area for Sale",16000000,"Syokimau, Gateway Mall Area",153,4,3,Unfurnished,,1945149,False,True,active,/gateway-mall-area/houses-apartments-for-sale/4bdrm-maisonette-in-syokimau-gateway-mall-area-for-sale-zkaBD2eKyoierqzNcdFlnncy.html,,"Machakos, Syokimau, Gateway Mall Area, 1 hour ago",,Newly-Built,,Jay Mwamburi,6 y on Jiji
"4bdrm Maisonette in Syokimau, Gateway Mall Area for sale",32000000,"Syokimau, Gateway Mall Area",312,4,5,Unfurnished,,1945149,False,True,active,/gateway-mall-area/houses-apartments-for-sale/4bdrm-maisonette-in-syokimau-gateway-mall-area-for-sale-aiBfKSdVJOM9Y7RmzOnvgEoJ.html,,"Machakos, Syokimau, Gateway Mall Area, 1 hour ago",,Fairly Used,,Jay Mwamburi,6 y on Jiji
"2bdrm Apartment in Kilimani, Hurlingham for sale",9200000,"Kilimani, Hurlingham",90,2,2,Unfurnished,,1575238,False,True,active,/hurlingham/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-hurlingham-for-sale-hTtTxd9P0wPrmzcEFHd9gLZU.html,,"Nairobi, Kilimani, Hurlingham, 3 hours ago",,Under construction,2,NicOpondi,6 y 1 m on Jiji
"1bdrm Apartment in Lavington, Valley Arcade for sale",6000000,"Lavington, Valley Arcade",60,1,1,Unfurnished,,1575238,False,True,active,/valley-arcade/houses-apartments-for-sale/1bdrm-apartment-in-lavington-valley-arcade-for-sale-cZWxMI2ioVD1dKtuDG7x4qY7.html,,"Nairobi, Lavington, Valley Arcade, 3 hours ago",,Under construction,1,NicOpondi,6 y 1 m on Jiji
"Furnished 7bdrm House in Rrti, Pioneer Estate for sale",63000000,"Eldoret CBD, Pioneer Estate",110,7,7,Furnished,Agent,995342,False,True,active,/pioneer-estate/houses-apartments-for-sale/furnished-7bdrm-house-in-rrti-pioneer-estate-for-sale-43q2Ri8h2iBFWk6uNaQ4rXIT.html,,"Uasin Gishu, Eldoret CBD, Pioneer Estate, 3 hours ago",,Fairly Used,7,Alex,6 y 1 m on Jiji
"3bdrm Bungalow in Tongong Close, Nairobi Central for sale",10000000,"Nairobi, Nairobi Central",129,3,1,Unfurnished,Agent,4175377,False,True,active,/nairobi-central/houses-apartments-for-sale/3bdrm-bungalow-in-tongong-close-nairobi-central-for-sale-zPX2nUQevLv5xp8hLXyP0uOp.html,,"Nairobi, Nairobi Central, 3 hours ago",,Renovated,1,LavenderProperties,3 y 3 m on Jiji
3bdrm Bungalow in Juja for sale,9500000,"Kiambu, Juja",250,3,3,Unfurnished,Agent,4175377,False,True,active,/juja/houses-apartments-for-sale/3bdrm-bungalow-in-juja-for-sale-i9olBuWEmbohnS7vFgaCMRUL.html,,"Kiambu, Juja, 3 hours ago",,Newly-Built,3,LavenderProperties,3 y 3 m on Jiji
"2bdrm Apartment in Kilimani, Hurlingham for sale",9500000,"Kilimani, Hurlingham",75,2,2,Unfurnished,,1575238,False,True,active,/hurlingham/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-hurlingham-for-sale-uSzSIoKgYu08RgbMBvxzJJjZ.html,,"Nairobi, Kilimani, Hurlingham, 3 hours ago",,Newly-Built,2,NicOpondi,6 y 1 m on Jiji
"1bdrm Apartment in Lavington, Valley Arcade for sale",6800000,"Lavington, Valley Arcade",65,1,1,Unfurnished,,1575238,False,True,active,/valley-arcade/houses-apartments-for-sale/1bdrm-apartment-in-lavington-valley-arcade-for-sale-dsj3MrEO8ocoXrrX0bUCNEbj.html,,"Nairobi, Lavington, Valley Arcade, 3 hours ago",,Under construction,1,NicOpondi,6 y 1 m on Jiji
4bdrm Maisonette in Katani for sale,17000000,"Syokimau, Katani",248,4,4,Unfurnished,,2676581,False,True,active,/katani/houses-apartments-for-sale/4bdrm-maisonette-in-katani-for-sale-4aDirNojWtcGidtaoXdQ472w.html,,"Machakos, Syokimau, Katani, 3 hours ago",,Newly-Built,3,KIJANI AFRICA,4 y 10 m on Jiji
3bdrm House in Kabras for Sale,4500000,"Kakamega, East Kabras",2000,3,3,Unfurnished,,513552,False,True,active,/east-kabras/houses-apartments-for-sale/3bdrm-house-in-kabras-for-sale-bjqE9Ehiea52a2CfqPUF3xGq.html,,"Kakamega, East Kabras, 3 hours ago",,Newly-Built,,Hassan J Salleh,6 y 1 m on Jiji
3bdrm Apartment in Kileleshwa for sale,12800000,"Nairobi, Kileleshwa",130,3,3,Unfurnished,,1575238,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-14GTlyXzGyaXxXafCp0oBkvB.html,,"Nairobi, Kileleshwa, 3 hours ago",,Under construction,3,NicOpondi,6 y 1 m on Jiji
"4bdrm Mansion in Shibinga, Lusheya/Lubinu for sale",8000000,"Kakamega, Lusheya/Lubinu",2000,4,2,Unfurnished,,513552,False,True,active,/lusheya-lubinu/houses-apartments-for-sale/4bdrm-mansion-in-shibinga-lusheya-lubinu-for-sale-B4xohXnRxeawQBZw06M7a2yF.html,,"Kakamega, Lusheya/Lubinu, 3 hours ago",,Newly-Built,,Hassan J Salleh,6 y 1 m on Jiji
"1bdrm House in Matungu, Mayoni for sale",1700000,"Kakamega, Mayoni",500,1,1,Unfurnished,Agent,513552,False,True,active,/mayoni/houses-apartments-for-sale/1bdrm-house-in-matungu-mayoni-for-sale-6EXPqCxPE4VsHhmLHAjYKh95.html,,"Kakamega, Mayoni, 2 hours ago",,Uncompleted Building,1,Hassan J Salleh,6 y 1 m on Jiji
"5bdrm Mansion in Shibinga, East Wanga for sale",8000000,"Kakamega, East Wanga",3000,5,4,Unfurnished,,513552,False,True,active,/east-wanga/houses-apartments-for-sale/5bdrm-mansion-in-shibinga-east-wanga-for-sale-B4W5XmbUjwNtixtUhKLxCLcD.html,,"Kakamega, East Wanga, 2 hours ago",,Fairly Used,,Hassan J Salleh,6 y 1 m on Jiji
2bdrm Apartment in Kilimani for sale,11500000,"Nairobi, Kilimani",110,2,2,Unfurnished,,1787892,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-p7NyYlGq27rsGWzNjpJl3QBz.html,,"Nairobi, Kilimani, 2 hours ago",,Newly-Built,2,Spacelux,6 y 1 m on Jiji
"7bdrm Mansion in Ridgeway/Thome, Ridgeways for sale",58000000,"Nairobi, Ridgeways",5000,7,6,Unfurnished,,1945484,False,True,active,/ridgeways/houses-apartments-for-sale/7bdrm-mansion-in-ridgeway-thome-ridgeways-for-sale-A32sXVIze1nee4sitPebIuEd.html,,"Nairobi, Ridgeways, 2 hours ago",,Fairly Used,6,Elias Njuguna,6 y on Jiji
"2bdrm Apartment in Kilimani, Hurlingham for sale",13900000,"Kilimani, Hurlingham",116,2,3,Unfurnished,,1575238,False,True,active,/hurlingham/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-hurlingham-for-sale-6d5WnTnLlU6uFIkZPZgHqVoe.html,,"Nairobi, Kilimani, Hurlingham, 2 hours ago",,Under construction,3,NicOpondi,6 y 1 m on Jiji
1bdrm Apartment in Valley Arcade for sale,7300000,"Lavington, Valley Arcade",66,1,1,Unfurnished,,1575238,False,True,active,/valley-arcade/houses-apartments-for-sale/1bdrm-apartment-in-valley-arcade-for-sale-5qxg6x1rICw1swYThHHtT3pL.html,,"Nairobi, Lavington, Valley Arcade, 3 hours ago",,Newly-Built,1,NicOpondi,6 y 1 m on Jiji
"3bdrm Apartment in Kilimani, Hurlingham for sale",13800000,"Kilimani, Hurlingham",111,3,4,Unfurnished,,1575238,False,True,active,/hurlingham/houses-apartments-for-sale/3bdrm-apartment-in-kilimani-hurlingham-for-sale-m6FBEApLfyv5tJ5Ln25TTh2M.html,,"Nairobi, Kilimani, Hurlingham, 3 hours ago",,Under construction,4,NicOpondi,6 y 1 m on Jiji
4bdrm Maisonette in Rimpa for sale,13700000,"Ongata Rongai, Rimpa",250,4,4,Unfurnished,,2676581,False,True,active,/rimpa/houses-apartments-for-sale/4bdrm-maisonette-in-rimpa-for-sale-aLSDNdia0L0IqLoVbwRde9cJ.html,,"Kajiado, Ongata Rongai, Rimpa, 3 hours ago",,Newly-Built,4,KIJANI AFRICA,4 y 10 m on Jiji
Studio Apartment in Nairobi Central for sale,2650000,"Nairobi, Nairobi Central",25,1,1,Unfurnished,Agent,4175377,False,True,active,/nairobi-central/houses-apartments-for-sale/studio-apartment-in-nairobi-central-for-sale-yI4W7UPVgjsRv6hBNMNqcKAC.html,,"Nairobi, Nairobi Central, 3 hours ago",,Renovated,1,LavenderProperties,3 y 3 m on Jiji
"3bdrm Apartment in Zebra Apartments, Parklands/Highridge for sale",8500000,"Nairobi, Parklands/Highridge",110,3,2,Unfurnished,Owner,134095,False,True,active,/parklands-highridge/houses-apartments-for-sale/3bdrm-apartment-in-zebra-apartments-parklands-highridge-for-sale-b0bum82reKXLCjNnDnMKz91S.html,,"Nairobi, Parklands/Highridge, 6 hours ago",,Fairly Used,2,Lameck Lamzy,6 y 1 m on Jiji
2bdrm Apartment in Valley Arcade for sale,8700000,"Lavington, Valley Arcade",86,2,2,Unfurnished,,1575238,False,True,active,/valley-arcade/houses-apartments-for-sale/2bdrm-apartment-in-valley-arcade-for-sale-flBPL5eUH1zCqQw18MvqqorX.html,,"Nairobi, Lavington, Valley Arcade, 3 hours ago",,Under construction,2,NicOpondi,6 y 1 m on Jiji
3bdrm Bungalow in Kitengela for sale,7200000,"Kajiado, Kitengela",140,3,3,Unfurnished,,2676581,False,True,active,/kitengela/houses-apartments-for-sale/3bdrm-bungalow-in-kitengela-for-sale-3q3VWk7VM5g8XJ4rhVpH4w0Z.html,,"Kajiado, Kitengela, 3 hours ago",,Newly-Built,3,KIJANI AFRICA,4 y 10 m on Jiji
"4bdrm Mansion in Kahuho, Rimpa for sale",15000000,"Ongata Rongai, Rimpa",300,4,4,Unfurnished,Agent,1950691,False,True,active,/rimpa/houses-apartments-for-sale/4bdrm-mansion-in-kahuho-rimpa-for-sale-hSajUU7h1uzMnJN5Ij5Hfum1.html,,"Kajiado, Ongata Rongai, Rimpa, 6 hours ago",,Newly-Built,4,Ngong Hills Agency,6 y on Jiji
2bdrm Apartment in Kileleshwa for sale,11500000,"Nairobi, Kileleshwa",121,2,2,Unfurnished,,1575238,False,True,active,/kileleshwa/houses-apartments-for-sale/2bdrm-apartment-in-kileleshwa-for-sale-sCkV394zbTRIYE6vxIAZ5285.html,,"Nairobi, Kileleshwa, 3 hours ago",,Under construction,,NicOpondi,6 y 1 m on Jiji
5bdrm Bungalow in Kanduyi for sale,7500000,"Bungoma, Khalaba (Kanduyi)",1000,5,3,Unfurnished,Agent,513552,False,True,active,/khalaba-kanduyi/houses-apartments-for-sale/5bdrm-bungalow-in-kanduyi-for-sale-9RDt43UrNCLUA0yaFBsIBnKN.html,,"Bungoma, Khalaba (Kanduyi), 3 hours ago",,Newly-Built,3,Hassan J Salleh,6 y 1 m on Jiji
2bdrm Apartment in Kilimani for sale,12500000,"Nairobi, Kilimani",112,2,2,Unfurnished,,1575238,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-suOV2ddsQn0kggQVoPHfokNy.html,,"Nairobi, Kilimani, 3 hours ago",,Under construction,,NicOpondi,6 y 1 m on Jiji
"1bdrm Apartment in Kilimani, Hurlingham for sale",5800000,"Kilimani, Hurlingham",53,1,1,Unfurnished,,1575238,False,True,active,/hurlingham/houses-apartments-for-sale/1bdrm-apartment-in-kilimani-hurlingham-for-sale-6mT6X0MKAsv7tWvlVLTRAHVB.html,,"Nairobi, Kilimani, Hurlingham, 3 hours ago",,Under construction,1,NicOpondi,6 y 1 m on Jiji
"3bdrm House in Kibiko, Kibiku for sale",9000000,"Ngong, Kibiku",250,3,3,Unfurnished,Agent,1950691,False,True,active,/kibiku/houses-apartments-for-sale/3bdrm-house-in-kibiko-kibiku-for-sale-7vDcIm1t6vjWIISGWwSHP3R5.html,,"Kajiado, Ngong, Kibiku, 6 hours ago",,Newly-Built,4,Ngong Hills Agency,6 y on Jiji
3bdrm Bungalow in Kiserian for sale,7500000,"Kajiado, Kiserian",130,3,3,Unfurnished,Agent,1950691,False,True,active,/kiserian/houses-apartments-for-sale/3bdrm-bungalow-in-kiserian-for-sale-1n5bD7IGEYXVsgWxbKV8Rk9s.html,,"Kajiado, Kiserian, 6 hours ago",,Newly-Built,3,Ngong Hills Agency,6 y on Jiji
3bdrm Bungalow in Nkoroi for sale,6000000,"Ongata Rongai, Nkoroi",130,3,3,Unfurnished,Agent,1950691,False,True,active,/nkoroi/houses-apartments-for-sale/3bdrm-bungalow-in-nkoroi-for-sale-n9hMPR3ZK8YYBbgRjG33xtdZ.html,,"Kajiado, Ongata Rongai, Nkoroi, 6 hours ago",,Newly-Built,3,Ngong Hills Agency,6 y on Jiji
6bdrm House in Kiambu Road for sale,50000000,"Kiambu, Kiambu / Kiambu ",150,6,5,Semi-Furnished,Agent,995342,False,True,active,/kiambu-kiambu/houses-apartments-for-sale/6bdrm-house-in-kiambu-road-for-sale-CxAg9PWEcf8PCvDPsCSsmE47.html,,"Kiambu, Kiambu / Kiambu , 3 hours ago",,Newly-Built,6,Alex,6 y 1 m on Jiji
"3bdrm Bungalow in Lumino, Mumias Central for sale",8500000,"Kakamega, Mumias Central",1200,3,3,Unfurnished,Agent,513552,False,True,active,/mumias-central/houses-apartments-for-sale/3bdrm-bungalow-in-lumino-mumias-central-for-sale-pGNOlHLrrXRz9MDhph6B2clk.html,,"Kakamega, Mumias Central, 3 hours ago",,Fairly Used,2,Hassan J Salleh,6 y 1 m on Jiji
"2bdrm Apartment in Hilltop Road, Ngong CBD for sale",6000000,"Ngong, Ngong CBD",69,2,2,Unfurnished,Agent,1950691,False,True,active,/ngong-cbd/houses-apartments-for-sale/2bdrm-apartment-in-hilltop-road-ngong-cbd-for-sale-uGRuz87gR747gBra8389305d.html,,"Kajiado, Ngong, Ngong CBD, 6 hours ago",,Off-Plan,2,Ngong Hills Agency,6 y on Jiji
"2bdrm Apartment in Lavington, Valley Arcade for sale",12500000,"Lavington, Valley Arcade",110,2,2,Unfurnished,,1575238,False,True,active,/valley-arcade/houses-apartments-for-sale/2bdrm-apartment-in-lavington-valley-arcade-for-sale-7OMEzydgSByiRGXhmPyAJ5Ar.html,,"Nairobi, Lavington, Valley Arcade, 3 hours ago",,Under construction,2,NicOpondi,6 y 1 m on Jiji
"1bdrm Apartment in Kilimani, Hurlingham for sale",6300000,"Kilimani, Hurlingham",68,1,1,Unfurnished,,1575238,False,True,active,/hurlingham/houses-apartments-for-sale/1bdrm-apartment-in-kilimani-hurlingham-for-sale-xq41ObZqdYdn7oK97awjfmfv.html,,"Nairobi, Kilimani, Hurlingham, 3 hours ago",,Under construction,,NicOpondi,6 y 1 m on Jiji
2bdrm Apartment in Lavington for sale,10000000,"Nairobi, Lavington",130,2,2,Unfurnished,,1575238,False,True,active,/lavington/houses-apartments-for-sale/2bdrm-apartment-in-lavington-for-sale-OYQZWmQ9rOtDRDh3uCeVOBD.html,,"Nairobi, Lavington, 3 hours ago",,Fairly Used,,NicOpondi,6 y 1 m on Jiji
4bdrm Bungalow in Mombasa Road for sale,9500000,"Nairobi, Mombasa Road",158,4,4,Unfurnished,Developer,2676581,False,True,active,/mombasa-road/houses-apartments-for-sale/4bdrm-bungalow-in-mombasa-road-for-sale-xuxOXl1lSaUvUxY87Yr3onYR.html,,"Nairobi, Mombasa Road, 3 hours ago",,Newly-Built,4,KIJANI AFRICA,4 y 10 m on Jiji
4bdrm Maisonette in Kamakis for sale,17500000,"Ruiru, Kamakis",240,4,5,Unfurnished,,2676581,False,True,active,/kamakis/houses-apartments-for-sale/4bdrm-maisonette-in-kamakis-for-sale-wJGVrAAYNvkFJMFZC4g3kD9s.html,,"Kiambu, Ruiru, Kamakis, 3 hours ago",,Newly-Built,5,KIJANI AFRICA,4 y 10 m on Jiji
"4bdrm Bungalow in Ololua, Oluulua for sale",25000000,"Ngong, Oluulua",250,4,3,Unfurnished,Agent,1950691,False,True,active,/oluulua/houses-apartments-for-sale/4bdrm-bungalow-in-ololua-oluulua-for-sale-nvRlRibVze1U9lBaqFypg8EO.html,,"Kajiado, Ngong, Oluulua, 6 hours ago",,Fairly Used,3,Ngong Hills Agency,6 y on Jiji
"2bdrm House in Mujini, Mumias Central for sale",12000000,"Kakamega, Mumias Central",5000,2,1,Unfurnished,Agent,513552,False,True,active,/mumias-central/houses-apartments-for-sale/2bdrm-house-in-mujini-mumias-central-for-sale-l9WGIkSPk0hAPyhukAtT5yvm.html,,"Kakamega, Mumias Central, 3 hours ago",,Uncompleted Building,1,Hassan J Salleh,6 y 1 m on Jiji
"3bdrm Apartment in Westlands, Raphta Road Area for sale",14500000,"Westlands, Raphta Road Area",130,3,4,Unfurnished,,1575238,False,True,active,/raphta-road-area/houses-apartments-for-sale/3bdrm-apartment-in-westlands-raphta-road-area-for-sale-8qxybyoTaMsTaTDsyy4RfRk2.html,,"Nairobi, Westlands, Raphta Road Area, 3 hours ago",,Under construction,4,NicOpondi,6 y 1 m on Jiji
3bdrm Bungalow in Nyadhuna for sale,6000000,"Kiambu, Nyadhuna",464,3,1,Unfurnished,Agent,4378803,False,True,active,/nyadhuna/houses-apartments-for-sale/3bdrm-bungalow-in-nyadhuna-for-sale-wuDt89GuTBDsbTDd1AOgJP2U.html,,"Kiambu, Nyadhuna, 3 hours ago",,Old,1,Stephen Waweru,3 y on Jiji
"3bdrm Bungalow in Ngong, Kibiku for sale",9000000,"Ngong, Kibiku",230,3,3,Unfurnished,,1950691,False,True,active,/kibiku/houses-apartments-for-sale/3bdrm-bungalow-in-ngong-kibiku-for-sale-9XsRIt4oy4L2f2LVjETEIver.html,,"Kajiado, Ngong, Kibiku, 6 hours ago",,Newly-Built,3,Ngong Hills Agency,6 y on Jiji
"5bdrm Villa in Galaxy, Kitengela for sale",22000000,"Kajiado, Kitengela",970,5,5,Unfurnished,,2163321,False,True,active,/kitengela/houses-apartments-for-sale/5bdrm-villa-in-galaxy-kitengela-for-sale-iFaSCTBjkbGDCQHB4K4gkHSx.html,,"Kajiado, Kitengela, 3 hours ago",,Newly-Built,5,comfort,5 y 7 m on Jiji
2bdrm Apartment in Kilimani for sale,11450000,"Nairobi, Kilimani",110,2,3,Unfurnished,,1787892,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-hnoATthtvWFda4aBjq61Ygx.html,,"Nairobi, Kilimani, 3 hours ago",,Under construction,,Spacelux,6 y 1 m on Jiji
4bdrm Apartment in Kileleshwa for sale,22000000,"Nairobi, Kileleshwa",230,4,5,Unfurnished,,1575238,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-kileleshwa-for-sale-3BOLMWoJ1ofRqaED0L8eYEU.html,,"Nairobi, Kileleshwa, 3 hours ago",,Under construction,5,NicOpondi,6 y 1 m on Jiji
"2bdrm Block of Flats in Judy Estate, Marama Central for sale",7500000,"Kakamega, Marama Central",1000,2,2,Unfurnished,Agent,513552,False,True,active,/marama-central/houses-apartments-for-sale/2bdrm-block-of-flats-in-judy-estate-marama-central-for-sale-oJnicXEjdrxEJYOFqub390Ha.html,,"Kakamega, Marama Central, 3 hours ago",,Renovated,2,Hassan J Salleh,6 y 1 m on Jiji
4bdrm Bungalow in Kitengela for sale,9500000,"Kajiado, Kitengela",160,4,4,Unfurnished,,2676581,False,True,active,/kitengela/houses-apartments-for-sale/4bdrm-bungalow-in-kitengela-for-sale-frUNpo4oqT1sztkjaFR0GHeM.html,,"Kajiado, Kitengela, 2 hours ago",,Newly-Built,4,KIJANI AFRICA,4 y 10 m on Jiji
4bdrm Maisonette in Ruiru for sale,18000000,"Kiambu, Ruiru",260,4,4,Unfurnished,,2676581,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-maisonette-in-ruiru-for-sale-C0PXnncfn6mKtNYTJ8k1Z2UL.html,,"Kiambu, Ruiru, 2 hours ago",,Newly-Built,5,KIJANI AFRICA,4 y 10 m on Jiji
2bdrm Apartment in Ruaraka for sale,9000000,"Nairobi, Ruaraka",112,2,2,Unfurnished,,2676581,False,True,active,/ruaraka/houses-apartments-for-sale/2bdrm-apartment-in-ruaraka-for-sale-BNAHXubFAzR4DEneqigtxlqv.html,,"Nairobi, Ruaraka, 2 hours ago",,Newly-Built,2,KIJANI AFRICA,4 y 10 m on Jiji
4bdrm Maisonette in Mombasa Road for sale,13600000,"Nairobi, Mombasa Road",226,4,4,Unfurnished,,2676581,False,True,active,/mombasa-road/houses-apartments-for-sale/4bdrm-maisonette-in-mombasa-road-for-sale-tI0VjtMkor8memcExXMV1Ul1.html,,"Nairobi, Mombasa Road, 2 hours ago",,Under construction,5,KIJANI AFRICA,4 y 10 m on Jiji
2bdrm Apartment in Kilimani for sale,12500000,"Nairobi, Kilimani",120,2,3,Unfurnished,,1787892,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-m9fgFpDodolgtnPDk0Vx9q84.html,,"Nairobi, Kilimani, 2 hours ago",,Newly-Built,3,Spacelux,6 y 1 m on Jiji
